#Bolivia CRNS
UTC, N1 [cph], N2 [cph], P1 [mb], Batt [V], H7 [%], P4 [mb], T7 [C], NMcounts, fbar, fhum, fsol, CR VWC
2023-01-19 09:46:00, 14674, 7925, 0.0, 12.2, 84.0, 580.9, 0.0, 153.030, 0.984, 1.022, 1.039, 0.278
2023-01-19 08:46:00, 14717, 7984, 0.0, 22.8, 96.0, 581.2, 0.0, 153.030, 0.986, 1.025, 1.039, 0.270
2023-01-19 07:46:00, 14452, 8106, 0.0, 10.1, 97.0, 581.4, 0.0, 153.030, 0.988, 1.025, 1.039, 0.287
2023-01-19 06:46:00, 14577, 8086, 0.0, 11.5, 96.0, 581.7, 0.0, 153.030, 0.990, 1.025, 1.039, 0.275
2023-01-19 05:46:00, 14890, 7884, 0.0, 6.4, 96.0, 582.0, 0.0, 153.030, 0.992, 1.025, 1.039, 0.252
2023-01-19 04:46:00, 14890, 7644, 0.0, 12.8, 94.0, 582.6, 0.0, 153.030, 0.997, 1.025, 1.039, 0.247
2023-01-19 03:46:00, 14878, 7537, 0.0, 12.8, 96.0, 582.5, 0.0, 153.030, 0.996, 1.025, 1.039, 0.249
2023-01-19 02:46:00, 14935, 7547, 0.0, 12.9, 80.0, 582.9, 2.0, 153.030, 0.999, 1.024, 1.039, 0.243
2023-01-19 01:46:00, 15098, 7452, 0.0, 12.9, 65.0, 582.2, 4.0, 153.030, 0.994, 1.022, 1.039, 0.240
2023-01-19 00:46:00, 15190, 7476, 0.0, 12.9, 57.0, 581.9, 4.0, 153.030, 0.992, 1.020, 1.039, 0.238
2023-01-18 23:46:00, 15605, 7678, 0.0, 13.0, 55.0, 581.6, 4.0, 153.030, 0.989, 1.019, 1.039, 0.217
2023-01-18 22:47:00, 15497, 7643, 0.0, 13.1, 52.0, 581.6, 5.0, 152.960, 0.989, 1.019, 1.039, 0.223
2023-01-18 21:46:00, 15839, 7593, 0.0, 14.1, 50.0, 581.6, 7.0, 152.852, 0.989, 1.021, 1.040, 0.203
2023-01-18 20:46:00, 15507, 7566, 0.0, 14.1, 46.0, 581.6, 8.0, 152.637, 0.989, 1.021, 1.042, 0.219
2023-01-18 19:46:00, 15230, 7565, 0.0, 14.1, 49.0, 581.9, 8.0, 152.771, 0.992, 1.022, 1.041, 0.232
2023-01-18 18:46:00, 15412, 7605, 0.0, 14.1, 45.0, 582.1, 8.0, 153.630, 0.993, 1.020, 1.035, 0.227
2023-01-18 17:46:00, 15376, 7707, 0.0, 14.1, 58.0, 582.6, 6.0, 154.387, 0.997, 1.023, 1.030, 0.227
2023-01-18 16:46:00, 15317, 7506, 0.0, 14.1, 58.0, 582.6, 8.0, 154.629, 0.997, 1.026, 1.028, 0.230
2023-01-18 15:46:00, 15319, 7547, 0.0, 14.6, 48.0, 582.8, 8.0, 155.955, 0.998, 1.021, 1.019, 0.241
2023-01-18 14:46:00, 15303, 7643, 0.0, 14.6, 59.0, 582.9, 6.0, 156.413, 0.999, 1.023, 1.016, 0.242
2023-01-18 13:46:00, 14970, 7535, 0.0, 14.6, 60.0, 582.7, 4.0, 156.447, 0.998, 1.021, 1.016, 0.267
2023-01-18 12:46:00, 15374, 7627, 0.0, 13.9, 56.0, 582.2, 4.0, 156.895, 0.994, 1.019, 1.013, 0.249
2023-01-18 11:46:00, 15163, 7536, 0.0, 11.6, 72.0, 581.9, 2.0, 156.570, 0.992, 1.022, 1.015, 0.260
2023-01-18 10:46:00, 15451, 7725, 0.0, 13.8, 70.0, 581.4, 0.0, 155.874, 0.988, 1.018, 1.020, 0.244
2023-01-18 09:46:00, 15666, 7661, 0.0, 10.1, 61.0, 580.8, -1.0, 156.110, 0.983, 1.015, 1.018, 0.241
2023-01-18 08:46:00, 15492, 7632, 0.0, 11.5, 49.0, 580.4, 0.0, 156.140, 0.980, 1.013, 1.018, 0.256
2023-01-18 07:46:00, 16021, 7767, 0.0, 12.7, 32.0, 580.3, 2.0, 156.973, 0.979, 1.010, 1.013, 0.233
2023-01-18 06:46:00, 15727, 7570, 0.0, 12.7, 42.0, 580.6, 1.0, 155.884, 0.982, 1.012, 1.020, 0.239
2023-01-18 05:46:00, 15529, 7712, 0.0, 12.8, 21.0, 581.0, 4.0, 156.231, 0.985, 1.007, 1.018, 0.255
2023-01-18 04:46:00, 15441, 7628, 0.0, 12.8, 23.0, 581.4, 4.0, 155.811, 0.988, 1.008, 1.020, 0.255
2023-01-18 03:46:00, 15481, 7740, 0.0, 12.8, 21.0, 581.9, 5.0, 155.672, 0.992, 1.008, 1.021, 0.247
2023-01-18 02:46:00, 15693, 7528, 0.0, 12.9, 47.0, 581.7, 4.0, 155.045, 0.990, 1.016, 1.025, 0.226
2023-01-18 01:46:00, 15653, 7647, 0.0, 12.9, 30.0, 581.3, 5.0, 155.833, 0.987, 1.011, 1.020, 0.240
2023-01-18 00:46:00, 15667, 7869, 0.0, 12.9, 34.0, 580.8, 5.0, 157.630, 0.983, 1.012, 1.009, 0.252
2023-01-17 23:46:00, 15751, 7823, 0.0, 13.0, 44.0, 580.5, 6.0, 157.437, 0.981, 1.017, 1.010, 0.243
2023-01-17 22:46:00, 15649, 7856, 0.0, 13.1, 42.0, 580.2, 7.0, 156.215, 0.979, 1.018, 1.018, 0.243
2023-01-17 21:46:00, 15657, 7620, 0.0, 13.7, 48.0, 580.6, 7.0, 155.901, 0.982, 1.020, 1.020, 0.236
2023-01-17 20:46:00, 15509, 7613, 0.0, 14.1, 49.0, 580.8, 7.0, 156.482, 0.983, 1.020, 1.016, 0.248
2023-01-17 19:46:00, 15663, 7670, 0.0, 14.0, 50.0, 580.9, 8.0, 156.457, 0.984, 1.022, 1.016, 0.236
2023-01-17 18:46:00, 15628, 7678, 0.0, 14.1, 37.0, 581.4, 10.0, 157.110, 0.988, 1.019, 1.012, 0.240
2023-01-17 17:46:00, 15486, 7564, 0.0, 14.1, 43.0, 581.7, 8.0, 157.153, 0.990, 1.019, 1.012, 0.247
2023-01-17 16:46:00, 15243, 7766, 0.0, 14.1, 49.0, 582.1, 8.0, 157.445, 0.993, 1.022, 1.010, 0.259
2023-01-17 15:46:00, 15368, 7710, 0.0, 14.5, 55.0, 582.7, 7.0, 157.267, 0.998, 1.023, 1.011, 0.244
2023-01-17 14:46:00, 15252, 7568, 0.0, 14.5, 37.0, 582.7, 7.0, 156.911, 0.998, 1.015, 1.013, 0.257
2023-01-17 13:46:00, 15287, 7513, 0.0, 14.6, 49.0, 582.2, 6.0, 157.600, 0.994, 1.019, 1.009, 0.259
2023-01-17 12:46:00, 15443, 7665, 0.0, 13.9, 64.0, 581.9, 3.0, 157.196, 0.992, 1.021, 1.011, 0.247
2023-01-17 11:46:00, 15344, 7814, 0.0, 5.8, 73.0, 581.3, 2.0, 157.709, 0.987, 1.022, 1.008, 0.260
2023-01-17 10:47:00, 15319, 7609, 0.0, 6.3, 83.0, 580.9, 0.0, 156.875, 0.984, 1.022, 1.013, 0.260
2023-01-17 09:46:00, 15108, 7670, 0.0, 12.2, 82.0, 580.5, 0.0, 155.806, 0.981, 1.021, 1.020, 0.271
2023-01-17 08:46:00, 15394, 7668, 0.0, 22.8, 88.0, 580.2, 0.0, 155.680, 0.979, 1.023, 1.021, 0.251
2023-01-17 07:46:00, 15235, 7728, 0.0, 11.5, 76.0, 580.2, 1.0, 155.106, 0.979, 1.021, 1.025, 0.259
2023-01-17 06:46:00, 15068, 7564, 0.0, 6.3, 73.0, 580.3, 1.0, 154.633, 0.979, 1.020, 1.028, 0.269
2023-01-17 05:46:00, 15262, 7680, 0.0, 12.8, 82.0, 580.7, 1.0, 154.744, 0.982, 1.023, 1.027, 0.251
2023-01-17 04:46:00, 15278, 7650, 0.0, 12.8, 81.0, 580.9, 1.0, 154.762, 0.984, 1.023, 1.027, 0.248
2023-01-17 03:46:00, 15074, 7600, 0.0, 12.8, 73.0, 581.3, 3.0, 155.362, 0.987, 1.023, 1.023, 0.262
2023-01-17 02:46:00, 15344, 7655, 0.0, 12.9, 72.0, 581.4, 2.0, 155.863, 0.988, 1.022, 1.020, 0.247
2023-01-17 01:46:00, 15322, 7762, 0.0, 12.9, 61.0, 580.9, 3.0, 155.892, 0.984, 1.020, 1.020, 0.255
2023-01-17 00:46:00, 15441, 7873, 0.0, 12.9, 41.0, 580.4, 5.0, 156.296, 0.980, 1.015, 1.017, 0.259
2023-01-16 23:46:00, 15544, 7904, 0.0, 13.0, 31.0, 580.1, 6.0, 156.653, 0.978, 1.012, 1.015, 0.259
2023-01-16 22:46:00, 15595, 7790, 0.0, 13.1, 35.0, 580.2, 7.0, 156.821, 0.979, 1.015, 1.014, 0.253
2023-01-16 21:46:00, 15757, 7683, 0.0, 13.3, 30.0, 580.3, 8.0, 156.804, 0.979, 1.013, 1.014, 0.245
2023-01-16 20:46:00, 15518, 7698, 0.0, 14.0, 37.0, 580.4, 9.0, 157.170, 0.980, 1.018, 1.012, 0.256
2023-01-16 19:46:00, 15483, 7658, 0.0, 14.0, 35.0, 580.9, 9.0, 156.674, 0.984, 1.017, 1.015, 0.252
2023-01-16 18:46:00, 15244, 7757, 0.0, 14.2, 39.0, 581.2, 7.0, 156.950, 0.986, 1.016, 1.013, 0.269
2023-01-16 17:46:00, 15290, 7527, 0.0, 14.1, 61.0, 582.0, 5.0, 156.564, 0.992, 1.022, 1.015, 0.252
2023-01-16 16:46:00, 15120, 7731, 0.0, 14.1, 48.0, 582.3, 6.0, 157.320, 0.995, 1.019, 1.011, 0.267
2023-01-16 15:46:00, 15322, 7514, 0.0, 14.5, 42.0, 582.4, 8.0, 157.965, 0.995, 1.019, 1.006, 0.258
2023-01-16 14:46:00, 15454, 7670, 0.0, 14.5, 23.0, 582.5, 8.0, 156.967, 0.996, 1.010, 1.013, 0.251
2023-01-16 13:46:00, 15450, 7611, 0.0, 14.6, 25.0, 581.9, 7.0, 156.255, 0.992, 1.010, 1.017, 0.251
2023-01-16 12:46:00, 15435, 7636, 0.0, 13.9, 27.0, 581.6, 6.0, 156.475, 0.989, 1.011, 1.016, 0.255
2023-01-16 11:46:00, 15444, 7782, 0.0, 14.3, 24.0, 581.2, 3.0, 157.239, 0.986, 1.008, 1.011, 0.265
2023-01-16 10:46:00, 15394, 7670, 0.0, 14.3, 49.0, 580.8, -1.0, 156.771, 0.983, 1.012, 1.014, 0.265
2023-01-16 09:46:00, 15917, 7894, 0.0, 14.3, 49.0, 580.2, -1.0, 156.796, 0.979, 1.012, 1.014, 0.236
2023-01-16 08:46:00, 15824, 7782, 0.0, 14.3, 49.0, 580.0, -1.0, 156.171, 0.977, 1.012, 1.018, 0.240
2023-01-16 07:46:00, 15507, 7873, 0.0, 13.8, 41.0, 580.2, 0.0, 156.026, 0.979, 1.011, 1.019, 0.258
2023-01-16 06:46:00, 15475, 7686, 0.0, 23.1, 46.0, 580.3, 0.0, 156.349, 0.979, 1.012, 1.017, 0.261
2023-01-16 05:46:00, 15519, 7635, 0.0, 12.8, 40.0, 580.6, 0.0, 158.266, 0.982, 1.010, 1.005, 0.269
2023-01-16 04:46:00, 15652, 7682, 0.0, 12.8, 29.0, 580.7, 4.0, 157.002, 0.982, 1.010, 1.013, 0.252
2023-01-16 03:46:00, 15499, 7617, 0.0, 12.8, 25.0, 581.3, 5.0, 156.829, 0.987, 1.009, 1.014, 0.257
2023-01-16 02:46:00, 15539, 7705, 0.0, 12.9, 18.0, 581.4, 5.0, 156.633, 0.988, 1.007, 1.015, 0.254
2023-01-16 01:47:00, 15355, 7808, 0.0, 12.9, 17.0, 581.2, 6.0, 156.066, 0.986, 1.007, 1.019, 0.264
2023-01-16 00:46:00, 15642, 7856, 0.0, 12.9, 20.0, 580.9, 5.0, 155.874, 0.984, 1.007, 1.020, 0.247
2023-01-15 23:46:00, 15638, 7781, 0.0, 13.0, 14.0, 580.6, 6.0, 156.610, 0.982, 1.005, 1.015, 0.256
2023-01-15 22:46:00, 15653, 8028, 0.0, 13.1, 16.0, 580.7, 6.0, 156.115, 0.982, 1.006, 1.018, 0.251
2023-01-15 21:46:00, 15535, 7708, 0.0, 13.9, 29.0, 580.7, 7.0, 156.523, 0.982, 1.012, 1.016, 0.255
2023-01-15 20:46:00, 15726, 7896, 0.0, 14.1, 47.0, 580.8, 7.0, 156.313, 0.983, 1.020, 1.017, 0.234
2023-01-15 19:46:00, 15555, 7902, 0.0, 14.1, 59.0, 580.9, 6.0, 157.180, 0.984, 1.023, 1.011, 0.246
2023-01-15 18:46:00, 15454, 7880, 0.0, 14.1, 50.0, 581.4, 9.0, 156.939, 0.988, 1.024, 1.013, 0.245
2023-01-15 17:46:00, 15437, 7685, 0.0, 14.1, 53.0, 582.0, 9.0, 156.821, 0.992, 1.025, 1.014, 0.241
2023-01-15 16:46:00, 15267, 7772, 0.0, 14.1, 48.0, 582.5, 7.0, 156.094, 0.996, 1.020, 1.019, 0.247
2023-01-15 15:46:00, 15469, 7766, 0.0, 14.5, 38.0, 582.7, 9.0, 155.948, 0.998, 1.018, 1.019, 0.235
2023-01-15 14:46:00, 15217, 7719, 0.0, 14.5, 22.0, 583.0, 9.0, 156.325, 1.000, 1.010, 1.017, 0.258
2023-01-15 13:46:00, 15175, 7674, 0.0, 14.6, 27.0, 582.7, 7.0, 156.619, 0.998, 1.011, 1.015, 0.264
2023-01-15 12:46:00, 15448, 7772, 0.0, 14.0, 45.0, 582.3, 5.0, 157.100, 0.995, 1.017, 1.012, 0.246
2023-01-15 11:46:00, 15324, 7778, 0.0, 14.3, 61.0, 581.9, 0.0, 156.722, 0.992, 1.016, 1.014, 0.256
2023-01-15 10:46:00, 15390, 7970, 0.0, 14.3, 66.0, 581.4, -2.0, 156.477, 0.988, 1.015, 1.016, 0.255
2023-01-15 09:46:00, 15305, 7926, 0.0, 14.3, 61.0, 580.9, -2.0, 156.544, 0.984, 1.014, 1.016, 0.266
2023-01-15 08:46:00, 15667, 7740, 0.0, 14.3, 50.0, 580.5, 0.0, 156.229, 0.981, 1.013, 1.018, 0.245
2023-01-15 07:46:00, 15643, 7827, 0.0, 14.3, 53.0, 580.6, -1.0, 156.004, 0.982, 1.013, 1.019, 0.244
2023-01-15 06:46:00, 15540, 7920, 0.0, 14.3, 58.0, 580.8, -1.0, 156.140, 0.983, 1.014, 1.018, 0.249
2023-01-15 05:46:00, 15477, 7824, 0.0, 14.3, 60.0, 581.2, 0.0, 155.692, 0.986, 1.016, 1.021, 0.246
2023-01-15 04:46:00, 15216, 7938, 0.0, 14.3, 59.0, 581.4, 0.0, 155.993, 0.988, 1.015, 1.019, 0.263
2023-01-15 03:46:00, 15496, 7878, 0.0, 13.8, 72.0, 581.7, 0.0, 155.643, 0.990, 1.019, 1.021, 0.238
2023-01-15 02:46:00, 15251, 7935, 0.0, 23.2, 74.0, 581.7, 0.0, 155.490, 0.990, 1.019, 1.022, 0.252
2023-01-15 01:46:00, 15217, 7945, 0.0, 12.9, 73.0, 581.3, 1.0, 154.894, 0.987, 1.020, 1.026, 0.253
2023-01-15 00:46:00, 15434, 7878, 0.0, 12.9, 70.0, 580.6, 2.0, 155.756, 0.982, 1.021, 1.021, 0.248
2023-01-14 23:46:00, 15428, 7857, 0.0, 13.0, 72.0, 580.1, 3.0, 155.112, 0.978, 1.023, 1.025, 0.246
2023-01-14 22:46:00, 15433, 7814, 0.0, 13.1, 58.0, 579.6, 5.0, 155.204, 0.974, 1.021, 1.024, 0.253
2023-01-14 21:46:00, 15367, 7989, 0.0, 14.1, 38.0, 579.8, 7.0, 154.723, 0.976, 1.016, 1.028, 0.256
2023-01-14 20:46:00, 15312, 7959, 0.0, 14.1, 34.0, 580.1, 8.0, 154.770, 0.978, 1.015, 1.027, 0.259
2023-01-14 19:46:00, 15500, 7813, 0.0, 14.0, 17.0, 580.4, 9.0, 155.334, 0.980, 1.008, 1.023, 0.256
2023-01-14 18:46:00, 15472, 7779, 0.0, 14.1, 19.0, 580.8, 9.0, 154.884, 0.983, 1.009, 1.026, 0.251
2023-01-14 17:46:00, 15168, 7778, 0.0, 14.1, 16.0, 581.0, 9.0, 155.115, 0.985, 1.008, 1.025, 0.271
2023-01-14 16:46:00, 15164, 7897, 0.0, 14.1, 13.0, 581.3, 8.0, 155.565, 0.987, 1.006, 1.022, 0.274
2023-01-14 15:46:00, 15419, 7916, 0.0, 14.6, 11.0, 581.5, 6.0, 155.885, 0.989, 1.004, 1.020, 0.259
2023-01-14 14:46:00, 15371, 7941, 0.0, 14.6, 11.0, 581.7, 5.0, 156.155, 0.990, 1.004, 1.018, 0.263
2023-01-14 13:46:00, 15279, 7714, 0.0, 14.7, 18.0, 581.7, 4.0, 156.405, 0.990, 1.006, 1.016, 0.269
2023-01-14 12:46:00, 15304, 7822, 0.0, 12.2, 18.0, 581.5, 2.0, 155.783, 0.989, 1.005, 1.021, 0.265
2023-01-14 11:46:00, 15465, 7790, 0.0, 14.3, 45.0, 581.1, 0.0, 156.359, 0.985, 1.012, 1.017, 0.255
2023-01-14 10:46:00, 15459, 7798, 0.0, 14.3, 60.0, 580.4, -2.0, 155.857, 0.980, 1.014, 1.020, 0.256
2023-01-14 09:46:00, 15446, 7828, 0.0, 14.3, 50.0, 579.9, -2.0, 155.879, 0.976, 1.011, 1.020, 0.264
2023-01-14 08:46:00, 15257, 7870, 0.0, 14.3, 49.0, 579.6, -1.0, 155.974, 0.974, 1.012, 1.019, 0.279
2023-01-14 07:46:00, 15488, 7823, 0.0, 14.3, 44.0, 579.7, -1.0, 155.888, 0.975, 1.011, 1.020, 0.262
2023-01-14 06:46:00, 15240, 7883, 0.0, 13.8, 25.0, 579.8, 0.0, 156.234, 0.976, 1.007, 1.018, 0.284
2023-01-14 05:46:00, 15414, 7932, 0.0, 12.8, 41.0, 580.2, 0.0, 155.352, 0.979, 1.011, 1.023, 0.260
2023-01-14 04:46:00, 15345, 7923, 0.0, 12.8, 25.0, 580.7, 2.0, 155.119, 0.982, 1.008, 1.025, 0.262
2023-01-14 03:46:00, 15445, 7993, 0.0, 12.8, 19.0, 581.1, 3.0, 154.876, 0.985, 1.006, 1.027, 0.253
2023-01-14 02:46:00, 15253, 7808, 0.0, 12.9, 33.0, 581.4, 3.0, 154.918, 0.988, 1.011, 1.026, 0.258
2023-01-14 01:46:00, 15026, 7785, 0.0, 12.9, 50.0, 581.0, 4.0, 155.083, 0.985, 1.017, 1.025, 0.271
2023-01-14 00:46:00, 15257, 7890, 0.0, 12.9, 45.0, 580.5, 5.0, 155.295, 0.981, 1.017, 1.024, 0.261
2023-01-13 23:46:00, 15292, 7848, 0.0, 13.0, 56.0, 580.0, 5.0, 154.911, 0.977, 1.021, 1.026, 0.257
2023-01-13 22:46:00, 15547, 8101, 0.0, 13.1, 50.0, 579.6, 7.0, 155.531, 0.974, 1.021, 1.022, 0.248
2023-01-13 21:46:00, 15279, 7947, 0.0, 13.2, 17.0, 579.3, 10.0, 155.235, 0.972, 1.009, 1.024, 0.277
2023-01-13 20:46:00, 15504, 7824, 0.0, 14.0, 18.0, 579.6, 11.0, 155.861, 0.974, 1.010, 1.020, 0.263
2023-01-13 19:46:00, 15619, 7954, 0.0, 14.0, 19.0, 580.0, 11.0, 154.870, 0.977, 1.010, 1.027, 0.246
2023-01-13 18:46:00, 15600, 7947, 0.0, 14.0, 23.0, 580.5, 11.0, 154.278, 0.981, 1.012, 1.030, 0.239
2023-01-13 17:46:00, 15396, 7936, 0.0, 14.1, 19.0, 581.1, 11.0, 153.982, 0.985, 1.010, 1.032, 0.247
2023-01-13 16:46:00, 15331, 7910, 0.0, 14.1, 24.0, 581.6, 11.0, 154.999, 0.989, 1.013, 1.026, 0.250
2023-01-13 15:46:00, 15004, 7992, 0.0, 14.5, 25.0, 581.9, 10.0, 154.377, 0.992, 1.013, 1.030, 0.265
2023-01-13 14:46:00, 14664, 7855, 0.0, 14.5, 43.0, 582.1, 8.0, 154.723, 0.993, 1.019, 1.028, 0.284
2023-01-13 13:46:00, 14774, 7817, 0.0, 14.6, 52.0, 581.9, 7.0, 155.009, 0.992, 1.022, 1.026, 0.276
2023-01-13 12:46:00, 14969, 7951, 0.0, 13.9, 54.0, 581.4, 6.0, 155.975, 0.988, 1.021, 1.019, 0.274
2023-01-13 11:46:00, 15056, 7942, 0.0, 14.3, 76.0, 581.0, 2.0, 156.805, 0.985, 1.023, 1.014, 0.274
2023-01-13 10:46:00, 14972, 7957, 0.0, 14.3, 86.0, 580.6, 0.0, 156.595, 0.982, 1.023, 1.015, 0.283
2023-01-13 09:46:00, 14982, 7867, 0.0, 14.3, 86.0, 580.0, 0.0, 157.892, 0.977, 1.023, 1.007, 0.297
2023-01-13 08:46:00, 14896, 7839, 0.0, 14.3, 84.0, 579.6, 0.0, 156.715, 0.974, 1.022, 1.014, 0.300
2023-01-13 07:46:00, 14862, 8039, 0.0, 14.1, 82.0, 579.6, 0.0, 157.074, 0.974, 1.021, 1.012, 0.306
2023-01-13 06:46:00, 14810, 7863, 0.0, 12.2, 79.0, 579.9, 0.0, 156.489, 0.976, 1.021, 1.016, 0.303
2023-01-13 05:46:00, 15068, 7997, 0.0, 13.3, 79.0, 580.4, 1.0, 156.486, 0.980, 1.022, 1.016, 0.278
2023-01-13 04:46:00, 14718, 7873, 0.0, 12.2, 78.0, 581.0, 1.0, 156.779, 0.985, 1.022, 1.014, 0.301
2023-01-13 03:46:00, 14737, 7783, 0.0, 0.2, 79.0, 581.5, 1.0, 156.709, 0.989, 1.022, 1.015, 0.293
2023-01-13 02:46:00, 14689, 7764, 0.0, 6.4, 81.0, 581.6, 1.0, 157.080, 0.989, 1.023, 1.012, 0.299
2023-01-13 01:46:00, 14874, 7674, 0.0, 12.9, 82.0, 581.5, 1.0, 157.057, 0.989, 1.023, 1.012, 0.285
2023-01-13 00:46:00, 14748, 7791, 0.0, 12.9, 78.0, 581.6, 3.0, 157.034, 0.989, 1.025, 1.012, 0.293
2023-01-12 23:46:00, 14928, 7886, 0.0, 13.0, 74.0, 580.8, 4.0, 156.727, 0.983, 1.025, 1.014, 0.284
2023-01-12 22:46:00, 14727, 7892, 0.0, 13.1, 66.0, 580.4, 6.0, 157.080, 0.980, 1.026, 1.012, 0.304
2023-01-12 21:46:00, 14995, 7986, 0.0, 13.4, 58.0, 580.4, 8.0, 156.766, 0.980, 1.026, 1.014, 0.281
2023-01-12 20:46:00, 14917, 7807, 0.0, 14.1, 44.0, 580.3, 8.0, 156.430, 0.979, 1.020, 1.016, 0.292
2023-01-12 19:46:00, 15005, 7911, 0.0, 14.1, 52.0, 581.0, 7.0, 155.782, 0.985, 1.022, 1.021, 0.272
2023-01-12 18:46:00, 15000, 7851, 0.0, 14.1, 47.0, 581.3, 9.0, 155.446, 0.987, 1.022, 1.023, 0.268
2023-01-12 17:46:00, 14825, 7907, 0.0, 14.1, 52.0, 582.0, 7.0, 155.722, 0.992, 1.022, 1.021, 0.277
2023-01-12 16:46:00, 14863, 7688, 0.0, 14.5, 52.0, 582.4, 8.0, 156.129, 0.995, 1.023, 1.018, 0.273
2023-01-12 15:46:00, 14562, 7828, 0.0, 14.4, 58.0, 582.6, 6.0, 155.851, 0.997, 1.023, 1.020, 0.291
2023-01-12 14:46:00, 14732, 7678, 0.0, 13.6, 52.0, 583.1, 6.0, 157.006, 1.001, 1.020, 1.013, 0.285
2023-01-12 13:46:00, 14640, 7857, 0.0, 14.6, 42.0, 583.1, 6.0, 157.226, 1.001, 1.016, 1.011, 0.298
2023-01-12 12:46:00, 14966, 7827, 0.0, 13.9, 44.0, 582.8, 6.0, 156.579, 0.998, 1.017, 1.015, 0.272
2023-01-12 11:46:00, 14929, 7749, 0.0, 14.3, 60.0, 582.6, 2.0, 156.444, 0.997, 1.018, 1.016, 0.274
2023-01-12 10:46:00, 14693, 8019, 0.0, 14.3, 67.0, 581.9, 0.0, 157.473, 0.992, 1.018, 1.010, 0.304
2023-01-12 09:46:00, 14816, 7895, 0.0, 14.3, 65.0, 581.3, 0.0, 157.556, 0.987, 1.017, 1.009, 0.302
2023-01-12 08:46:00, 14618, 8114, 0.0, 10.1, 63.0, 581.3, 0.0, 157.968, 0.987, 1.016, 1.006, 0.323
2023-01-12 07:46:00, 14728, 7925, 0.0, 10.1, 57.0, 581.4, 1.0, 157.273, 0.988, 1.016, 1.011, 0.307
2023-01-12 06:46:00, 14966, 7887, 0.0, 12.2, 52.0, 581.5, 1.0, 157.780, 0.989, 1.015, 1.008, 0.292
2023-01-12 05:46:00, 14993, 7944, 0.0, 11.6, 47.0, 581.8, 1.0, 156.516, 0.991, 1.013, 1.016, 0.281
2023-01-12 04:46:00, 14870, 7959, 0.0, 23.2, 51.0, 582.1, 1.0, 156.923, 0.993, 1.014, 1.013, 0.290
2023-01-12 03:46:00, 14753, 7861, 0.0, 12.8, 57.0, 582.5, 2.0, 157.343, 0.996, 1.017, 1.010, 0.295
2023-01-12 02:46:00, 14909, 7967, 0.0, 12.9, 44.0, 582.7, 4.0, 157.030, 0.998, 1.015, 1.012, 0.281
2023-01-12 01:46:00, 14824, 8016, 0.0, 12.9, 64.0, 582.5, 2.0, 156.720, 0.996, 1.019, 1.014, 0.283
2023-01-12 00:46:00, 14642, 7979, 0.0, 12.9, 63.0, 582.0, 4.0, 156.934, 0.992, 1.022, 1.013, 0.300
2023-01-11 23:46:00, 14947, 7909, 0.0, 13.0, 33.0, 581.6, 7.0, 157.929, 0.989, 1.014, 1.007, 0.295
2023-01-11 22:47:00, 14899, 7907, 0.0, 13.1, 35.0, 581.3, 7.0, 156.928, 0.987, 1.015, 1.013, 0.293
2023-01-11 21:46:00, 14948, 7974, 0.0, 13.3, 29.0, 581.4, 8.0, 156.794, 0.988, 1.013, 1.014, 0.290
2023-01-11 20:46:00, 14897, 8137, 0.0, 14.1, 39.0, 581.7, 8.0, 157.614, 0.990, 1.017, 1.009, 0.292
2023-01-11 19:46:00, 14874, 7738, 0.0, 14.1, 44.0, 582.3, 8.0, 157.370, 0.995, 1.020, 1.010, 0.284
2023-01-11 18:46:00, 14472, 7789, 0.0, 14.1, 51.0, 582.7, 8.0, 157.809, 0.998, 1.023, 1.007, 0.312
2023-01-11 17:46:00, 14349, 7823, 0.0, 14.1, 58.0, 582.7, 9.0, 157.774, 0.998, 1.028, 1.008, 0.315
2023-01-11 16:46:00, 14296, 7796, 0.0, 14.1, 59.0, 583.2, 8.0, 157.425, 1.002, 1.026, 1.010, 0.315
2023-01-11 15:46:00, 14659, 7858, 0.0, 13.8, 59.0, 583.5, 7.0, 157.804, 1.004, 1.025, 1.007, 0.288
2023-01-11 14:46:00, 14399, 7787, 0.0, 14.5, 48.0, 583.7, 9.0, 158.089, 1.005, 1.023, 1.006, 0.311
2023-01-11 13:46:00, 14488, 7947, 0.0, 14.6, 52.0, 583.3, 7.0, 157.776, 1.002, 1.022, 1.008, 0.306
2023-01-11 12:46:00, 14447, 7997, 0.0, 13.9, 61.0, 582.9, 5.0, 158.850, 0.999, 1.022, 1.001, 0.322
2023-01-11 11:46:00, 14710, 7915, 0.0, 14.3, 82.0, 582.6, 1.0, 158.327, 0.997, 1.023, 1.004, 0.298
2023-01-11 10:46:00, 14504, 7918, 0.0, 14.3, 91.0, 582.1, -1.0, 158.563, 0.993, 1.022, 1.003, 0.322
2023-01-11 09:46:00, 14632, 8035, 0.0, 14.3, 95.0, 581.6, 0.0, 158.416, 0.989, 1.025, 1.004, 0.311
2023-01-11 08:46:00, 14741, 7897, 0.0, 14.3, 86.0, 581.5, -1.0, 158.791, 0.989, 1.021, 1.001, 0.311
2023-01-11 07:46:00, 14712, 7898, 0.0, 14.3, 81.0, 581.4, 0.0, 159.106, 0.988, 1.021, 0.999, 0.317
